,imgA,imgB,imgA_seg,imgB_seg
29970,img/WOMEN/Blouses_Shirts/id_00007905/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00007905/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007905/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007905/01_2_side_segment.png
29973,img/WOMEN/Blouses_Shirts/id_00007905/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00007905/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007905/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007905/01_1_front_segment.png
29990,img/WOMEN/Blouses_Shirts/id_00001722/05_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00001722/05_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001722/05_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001722/05_2_side_segment.png
29993,img/WOMEN/Blouses_Shirts/id_00001722/05_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00001722/05_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001722/05_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001722/05_1_front_segment.png
29995,img/WOMEN/Cardigans/id_00005303/04_1_front.jpg,img/WOMEN/Cardigans/id_00005303/04_2_side.jpg,img_seg/WOMEN/Cardigans/id_00005303/04_1_front_segment.png,img_seg/WOMEN/Cardigans/id_00005303/04_2_side_segment.png
30000,img/WOMEN/Cardigans/id_00005303/04_2_side.jpg,img/WOMEN/Cardigans/id_00005303/04_1_front.jpg,img_seg/WOMEN/Cardigans/id_00005303/04_2_side_segment.png,img_seg/WOMEN/Cardigans/id_00005303/04_1_front_segment.png
30011,img/WOMEN/Jackets_Coats/id_00007316/02_1_front.jpg,img/WOMEN/Jackets_Coats/id_00007316/02_2_side.jpg,img_seg/WOMEN/Jackets_Coats/id_00007316/02_1_front_segment.png,img_seg/WOMEN/Jackets_Coats/id_00007316/02_2_side_segment.png
30016,img/WOMEN/Jackets_Coats/id_00007316/02_2_side.jpg,img/WOMEN/Jackets_Coats/id_00007316/02_1_front.jpg,img_seg/WOMEN/Jackets_Coats/id_00007316/02_2_side_segment.png,img_seg/WOMEN/Jackets_Coats/id_00007316/02_1_front_segment.png
30019,img/WOMEN/Blouses_Shirts/id_00003382/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00003382/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003382/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003382/01_1_front_segment.png
30022,img/WOMEN/Blouses_Shirts/id_00003382/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00003382/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003382/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003382/01_2_side_segment.png
30037,img/WOMEN/Dresses/id_00006282/02_1_front.jpg,img/WOMEN/Dresses/id_00006282/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00006282/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00006282/02_2_side_segment.png
30040,img/WOMEN/Dresses/id_00006282/02_2_side.jpg,img/WOMEN/Dresses/id_00006282/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00006282/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00006282/02_1_front_segment.png
30043,img/MEN/Sweaters/id_00005021/01_1_front.jpg,img/MEN/Sweaters/id_00005021/01_2_side.jpg,img_seg/MEN/Sweaters/id_00005021/01_1_front_segment.png,img_seg/MEN/Sweaters/id_00005021/01_2_side_segment.png
30046,img/MEN/Sweaters/id_00005021/01_2_side.jpg,img/MEN/Sweaters/id_00005021/01_1_front.jpg,img_seg/MEN/Sweaters/id_00005021/01_2_side_segment.png,img_seg/MEN/Sweaters/id_00005021/01_1_front_segment.png
30051,img/WOMEN/Dresses/id_00004085/01_1_front.jpg,img/WOMEN/Dresses/id_00004085/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00004085/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004085/01_2_side_segment.png
30053,img/WOMEN/Dresses/id_00004085/01_2_side.jpg,img/WOMEN/Dresses/id_00004085/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00004085/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004085/01_1_front_segment.png
30059,img/WOMEN/Dresses/id_00000901/02_2_side.jpg,img/WOMEN/Dresses/id_00000901/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00000901/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00000901/02_1_front_segment.png
30064,img/WOMEN/Dresses/id_00000901/02_1_front.jpg,img/WOMEN/Dresses/id_00000901/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00000901/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00000901/02_2_side_segment.png
30071,img/WOMEN/Sweaters/id_00004701/02_1_front.jpg,img/WOMEN/Sweaters/id_00004701/02_2_side.jpg,img_seg/WOMEN/Sweaters/id_00004701/02_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00004701/02_2_side_segment.png
30076,img/WOMEN/Sweaters/id_00004701/02_2_side.jpg,img/WOMEN/Sweaters/id_00004701/02_1_front.jpg,img_seg/WOMEN/Sweaters/id_00004701/02_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00004701/02_1_front_segment.png
30096,img/WOMEN/Tees_Tanks/id_00003687/24_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003687/24_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003687/24_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003687/24_2_side_segment.png
30099,img/WOMEN/Tees_Tanks/id_00003687/24_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003687/24_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003687/24_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003687/24_1_front_segment.png
30107,img/WOMEN/Tees_Tanks/id_00007665/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00007665/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00007665/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007665/03_1_front_segment.png
30109,img/WOMEN/Tees_Tanks/id_00007665/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00007665/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00007665/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007665/03_2_side_segment.png
30114,img/WOMEN/Dresses/id_00005002/06_2_side.jpg,img/WOMEN/Dresses/id_00005002/06_1_front.jpg,img_seg/WOMEN/Dresses/id_00005002/06_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005002/06_1_front_segment.png
30117,img/WOMEN/Dresses/id_00005002/06_1_front.jpg,img/WOMEN/Dresses/id_00005002/06_2_side.jpg,img_seg/WOMEN/Dresses/id_00005002/06_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005002/06_2_side_segment.png
30125,img/WOMEN/Rompers_Jumpsuits/id_00003992/02_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00003992/02_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00003992/02_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00003992/02_2_side_segment.png
30127,img/WOMEN/Rompers_Jumpsuits/id_00003992/02_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00003992/02_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00003992/02_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00003992/02_1_front_segment.png
30133,img/WOMEN/Dresses/id_00005850/02_2_side.jpg,img/WOMEN/Dresses/id_00005850/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00005850/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005850/02_1_front_segment.png
30138,img/WOMEN/Dresses/id_00005850/02_1_front.jpg,img/WOMEN/Dresses/id_00005850/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00005850/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005850/02_2_side_segment.png
30148,img/WOMEN/Blouses_Shirts/id_00002616/05_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002616/05_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002616/05_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002616/05_2_side_segment.png
30151,img/WOMEN/Blouses_Shirts/id_00002616/05_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002616/05_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002616/05_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002616/05_1_front_segment.png
30156,img/WOMEN/Rompers_Jumpsuits/id_00002498/02_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00002498/02_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00002498/02_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00002498/02_1_front_segment.png
30159,img/WOMEN/Rompers_Jumpsuits/id_00002498/02_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00002498/02_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00002498/02_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00002498/02_2_side_segment.png
30169,img/WOMEN/Sweaters/id_00005434/05_2_side.jpg,img/WOMEN/Sweaters/id_00005434/05_1_front.jpg,img_seg/WOMEN/Sweaters/id_00005434/05_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00005434/05_1_front_segment.png
30174,img/WOMEN/Sweaters/id_00005434/05_1_front.jpg,img/WOMEN/Sweaters/id_00005434/05_2_side.jpg,img_seg/WOMEN/Sweaters/id_00005434/05_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00005434/05_2_side_segment.png
30181,img/WOMEN/Cardigans/id_00007012/03_2_side.jpg,img/WOMEN/Cardigans/id_00007012/03_1_front.jpg,img_seg/WOMEN/Cardigans/id_00007012/03_2_side_segment.png,img_seg/WOMEN/Cardigans/id_00007012/03_1_front_segment.png
30186,img/WOMEN/Cardigans/id_00007012/03_1_front.jpg,img/WOMEN/Cardigans/id_00007012/03_2_side.jpg,img_seg/WOMEN/Cardigans/id_00007012/03_1_front_segment.png,img_seg/WOMEN/Cardigans/id_00007012/03_2_side_segment.png
30189,img/WOMEN/Blouses_Shirts/id_00005422/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00005422/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005422/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005422/01_1_front_segment.png
30194,img/WOMEN/Blouses_Shirts/id_00005422/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005422/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005422/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005422/01_2_side_segment.png
30200,img/WOMEN/Blouses_Shirts/id_00002425/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002425/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002425/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002425/01_2_side_segment.png
30203,img/WOMEN/Blouses_Shirts/id_00002425/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002425/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002425/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002425/01_1_front_segment.png
30225,img/WOMEN/Dresses/id_00007667/01_1_front.jpg,img/WOMEN/Dresses/id_00007667/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00007667/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00007667/01_2_side_segment.png
30230,img/WOMEN/Dresses/id_00007667/01_2_side.jpg,img/WOMEN/Dresses/id_00007667/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00007667/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00007667/01_1_front_segment.png
30237,img/WOMEN/Sweaters/id_00007394/01_2_side.jpg,img/WOMEN/Sweaters/id_00007394/01_1_front.jpg,img_seg/WOMEN/Sweaters/id_00007394/01_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00007394/01_1_front_segment.png
30242,img/WOMEN/Sweaters/id_00007394/01_1_front.jpg,img/WOMEN/Sweaters/id_00007394/01_2_side.jpg,img_seg/WOMEN/Sweaters/id_00007394/01_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00007394/01_2_side_segment.png
30256,img/MEN/Tees_Tanks/id_00001519/01_2_side.jpg,img/MEN/Tees_Tanks/id_00001519/01_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00001519/01_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00001519/01_1_front_segment.png
30259,img/MEN/Tees_Tanks/id_00001519/01_1_front.jpg,img/MEN/Tees_Tanks/id_00001519/01_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00001519/01_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00001519/01_2_side_segment.png
30274,img/WOMEN/Blouses_Shirts/id_00000231/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00000231/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00000231/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00000231/02_1_front_segment.png
30281,img/WOMEN/Blouses_Shirts/id_00000231/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00000231/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00000231/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00000231/02_2_side_segment.png
30293,img/WOMEN/Dresses/id_00004984/11_2_side.jpg,img/WOMEN/Dresses/id_00004984/11_1_front.jpg,img_seg/WOMEN/Dresses/id_00004984/11_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004984/11_1_front_segment.png
30295,img/WOMEN/Dresses/id_00004984/11_1_front.jpg,img/WOMEN/Dresses/id_00004984/11_2_side.jpg,img_seg/WOMEN/Dresses/id_00004984/11_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004984/11_2_side_segment.png
30297,img/WOMEN/Tees_Tanks/id_00002595/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002595/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002595/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002595/01_1_front_segment.png
30302,img/WOMEN/Tees_Tanks/id_00002595/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002595/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002595/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002595/01_2_side_segment.png
30323,img/WOMEN/Blouses_Shirts/id_00003838/04_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00003838/04_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003838/04_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003838/04_2_side_segment.png
30325,img/WOMEN/Blouses_Shirts/id_00003838/04_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00003838/04_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003838/04_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003838/04_1_front_segment.png
30345,img/WOMEN/Blouses_Shirts/id_00004090/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00004090/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00004090/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00004090/03_2_side_segment.png
30350,img/WOMEN/Blouses_Shirts/id_00004090/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00004090/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00004090/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00004090/03_1_front_segment.png
30356,img/WOMEN/Sweaters/id_00004745/05_1_front.jpg,img/WOMEN/Sweaters/id_00004745/05_2_side.jpg,img_seg/WOMEN/Sweaters/id_00004745/05_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00004745/05_2_side_segment.png
30358,img/WOMEN/Sweaters/id_00004745/05_2_side.jpg,img/WOMEN/Sweaters/id_00004745/05_1_front.jpg,img_seg/WOMEN/Sweaters/id_00004745/05_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00004745/05_1_front_segment.png
30364,img/WOMEN/Blouses_Shirts/id_00005065/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005065/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005065/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005065/02_2_side_segment.png
30371,img/WOMEN/Blouses_Shirts/id_00005065/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00005065/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005065/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005065/02_1_front_segment.png
30374,img/WOMEN/Rompers_Jumpsuits/id_00006833/04_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00006833/04_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00006833/04_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00006833/04_2_side_segment.png
30377,img/WOMEN/Rompers_Jumpsuits/id_00006833/04_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00006833/04_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00006833/04_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00006833/04_1_front_segment.png
30386,img/WOMEN/Tees_Tanks/id_00003885/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003885/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003885/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003885/07_2_side_segment.png
30389,img/WOMEN/Tees_Tanks/id_00003885/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003885/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003885/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003885/07_1_front_segment.png
30398,img/WOMEN/Tees_Tanks/id_00003523/61_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003523/61_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003523/61_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003523/61_2_side_segment.png
30401,img/WOMEN/Tees_Tanks/id_00003523/61_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003523/61_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003523/61_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003523/61_1_front_segment.png
30413,img/WOMEN/Blouses_Shirts/id_00003501/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00003501/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003501/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003501/03_1_front_segment.png
30415,img/WOMEN/Blouses_Shirts/id_00003501/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00003501/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003501/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003501/03_2_side_segment.png
30424,img/WOMEN/Dresses/id_00006835/03_1_front.jpg,img/WOMEN/Dresses/id_00006835/03_2_side.jpg,img_seg/WOMEN/Dresses/id_00006835/03_1_front_segment.png,img_seg/WOMEN/Dresses/id_00006835/03_2_side_segment.png
30427,img/WOMEN/Dresses/id_00006835/03_2_side.jpg,img/WOMEN/Dresses/id_00006835/03_1_front.jpg,img_seg/WOMEN/Dresses/id_00006835/03_2_side_segment.png,img_seg/WOMEN/Dresses/id_00006835/03_1_front_segment.png
30429,img/MEN/Sweaters/id_00000016/01_1_front.jpg,img/MEN/Sweaters/id_00000016/01_2_side.jpg,img_seg/MEN/Sweaters/id_00000016/01_1_front_segment.png,img_seg/MEN/Sweaters/id_00000016/01_2_side_segment.png
30432,img/MEN/Sweaters/id_00000016/01_2_side.jpg,img/MEN/Sweaters/id_00000016/01_1_front.jpg,img_seg/MEN/Sweaters/id_00000016/01_2_side_segment.png,img_seg/MEN/Sweaters/id_00000016/01_1_front_segment.png
30442,img/WOMEN/Tees_Tanks/id_00001512/04_2_side.jpg,img/WOMEN/Tees_Tanks/id_00001512/04_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00001512/04_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001512/04_1_front_segment.png
30445,img/WOMEN/Tees_Tanks/id_00001512/04_1_front.jpg,img/WOMEN/Tees_Tanks/id_00001512/04_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00001512/04_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001512/04_2_side_segment.png
30450,img/WOMEN/Dresses/id_00006491/05_2_side.jpg,img/WOMEN/Dresses/id_00006491/05_1_front.jpg,img_seg/WOMEN/Dresses/id_00006491/05_2_side_segment.png,img_seg/WOMEN/Dresses/id_00006491/05_1_front_segment.png
30453,img/WOMEN/Dresses/id_00006491/05_1_front.jpg,img/WOMEN/Dresses/id_00006491/05_2_side.jpg,img_seg/WOMEN/Dresses/id_00006491/05_1_front_segment.png,img_seg/WOMEN/Dresses/id_00006491/05_2_side_segment.png
30458,img/WOMEN/Sweatshirts_Hoodies/id_00007395/02_2_side.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00007395/02_1_front.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007395/02_2_side_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007395/02_1_front_segment.png
30460,img/WOMEN/Sweatshirts_Hoodies/id_00007395/02_1_front.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00007395/02_2_side.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007395/02_1_front_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007395/02_2_side_segment.png
30472,img/MEN/Shirts_Polos/id_00003489/07_2_side.jpg,img/MEN/Shirts_Polos/id_00003489/07_1_front.jpg,img_seg/MEN/Shirts_Polos/id_00003489/07_2_side_segment.png,img_seg/MEN/Shirts_Polos/id_00003489/07_1_front_segment.png
30475,img/MEN/Shirts_Polos/id_00003489/07_1_front.jpg,img/MEN/Shirts_Polos/id_00003489/07_2_side.jpg,img_seg/MEN/Shirts_Polos/id_00003489/07_1_front_segment.png,img_seg/MEN/Shirts_Polos/id_00003489/07_2_side_segment.png
30488,img/WOMEN/Tees_Tanks/id_00000075/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000075/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000075/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000075/02_1_front_segment.png
30491,img/WOMEN/Tees_Tanks/id_00000075/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000075/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000075/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000075/02_2_side_segment.png
30510,img/WOMEN/Blouses_Shirts/id_00005466/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005466/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005466/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005466/02_2_side_segment.png
30513,img/WOMEN/Blouses_Shirts/id_00005466/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00005466/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005466/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005466/02_1_front_segment.png
30522,img/WOMEN/Tees_Tanks/id_00000969/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000969/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000969/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000969/07_2_side_segment.png
30525,img/WOMEN/Tees_Tanks/id_00000969/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000969/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000969/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000969/07_1_front_segment.png
30530,img/WOMEN/Dresses/id_00002297/07_2_side.jpg,img/WOMEN/Dresses/id_00002297/07_1_front.jpg,img_seg/WOMEN/Dresses/id_00002297/07_2_side_segment.png,img_seg/WOMEN/Dresses/id_00002297/07_1_front_segment.png
30533,img/WOMEN/Dresses/id_00002297/07_1_front.jpg,img/WOMEN/Dresses/id_00002297/07_2_side.jpg,img_seg/WOMEN/Dresses/id_00002297/07_1_front_segment.png,img_seg/WOMEN/Dresses/id_00002297/07_2_side_segment.png
30542,img/MEN/Sweatshirts_Hoodies/id_00005799/07_2_side.jpg,img/MEN/Sweatshirts_Hoodies/id_00005799/07_1_front.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00005799/07_2_side_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00005799/07_1_front_segment.png
30545,img/MEN/Sweatshirts_Hoodies/id_00005799/07_1_front.jpg,img/MEN/Sweatshirts_Hoodies/id_00005799/07_2_side.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00005799/07_1_front_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00005799/07_2_side_segment.png
30558,img/WOMEN/Tees_Tanks/id_00000848/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000848/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000848/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000848/01_2_side_segment.png
30561,img/WOMEN/Tees_Tanks/id_00000848/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000848/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000848/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000848/01_1_front_segment.png
30571,img/MEN/Sweaters/id_00002902/01_1_front.jpg,img/MEN/Sweaters/id_00002902/01_2_side.jpg,img_seg/MEN/Sweaters/id_00002902/01_1_front_segment.png,img_seg/MEN/Sweaters/id_00002902/01_2_side_segment.png
30576,img/MEN/Sweaters/id_00002902/01_2_side.jpg,img/MEN/Sweaters/id_00002902/01_1_front.jpg,img_seg/MEN/Sweaters/id_00002902/01_2_side_segment.png,img_seg/MEN/Sweaters/id_00002902/01_1_front_segment.png
30582,img/WOMEN/Cardigans/id_00003254/03_1_front.jpg,img/WOMEN/Cardigans/id_00003254/03_2_side.jpg,img_seg/WOMEN/Cardigans/id_00003254/03_1_front_segment.png,img_seg/WOMEN/Cardigans/id_00003254/03_2_side_segment.png
30585,img/WOMEN/Cardigans/id_00003254/03_2_side.jpg,img/WOMEN/Cardigans/id_00003254/03_1_front.jpg,img_seg/WOMEN/Cardigans/id_00003254/03_2_side_segment.png,img_seg/WOMEN/Cardigans/id_00003254/03_1_front_segment.png
30593,img/WOMEN/Dresses/id_00000594/03_1_front.jpg,img/WOMEN/Dresses/id_00000594/03_2_side.jpg,img_seg/WOMEN/Dresses/id_00000594/03_1_front_segment.png,img_seg/WOMEN/Dresses/id_00000594/03_2_side_segment.png
30595,img/WOMEN/Dresses/id_00000594/03_2_side.jpg,img/WOMEN/Dresses/id_00000594/03_1_front.jpg,img_seg/WOMEN/Dresses/id_00000594/03_2_side_segment.png,img_seg/WOMEN/Dresses/id_00000594/03_1_front_segment.png
